"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0.494248114999998,0.00117160000000011,-0.000571689999999096,0.00497515000000032,0.000954215000000146,0.000673514999999693,-0.00636338999999984,0.00486133000000164,0.000618449999999174,-0.00327067999999992,-0.010535815,-0.00567595000000097,0.137181320000001,-0.00585169500000122,0.000209505000000264,0.00192142999999919
"2",0.00117160000000011,0.493971155000001,-0.00507910999999971,0.14543495,-0.00318341499999984,-0.00190531000000017,-0.00152223500000019,-0.00780194999999943,-0.00353815500000074,-0.00677454999999881,-0.0106841350000003,-0.00606844999999982,-0.000408030000000545,-0.00210355000000032,0.0123048599999997,0.00668473999999962
"3",-0.000571689999999102,-0.00507910999999972,0.504840425,0.00241399999999949,0.00207894499999876,-0.00556174500000151,-0.0110119099999994,-0.00110018000000037,-0.00112564999999877,-0.00489875999999941,0.00123954500000051,-0.00325137999999836,0.000273870000000807,-0.00151784500000097,-0.00514236500000034,-0.00848542999999878
"4",0.00497515000000031,0.14543495,0.00241399999999949,0.50320361,-0.0028348450000005,-0.00517635999999947,0.000260584999999627,0.212736250000001,-0.0103610349999987,-0.00606984000000147,-0.0138385550000001,-0.0102846649999999,0.00185673999999965,-0.00904068999999986,-0.00909168500000052,0.00585410500000002
"5",0.000954215000000145,-0.00318341499999984,0.00207894499999876,-0.0028348450000005,0.503907769999999,-0.00108171999999918,0.000437770000000872,0.000874254999999537,0.186112674999999,-0.00991633000000156,0.0057708799999999,-0.00771706500000052,-0.000751190000000318,2.08349999996474e-05,0.00790928999999997,-0.00382833499999987
"6",0.000673514999999688,-0.00190531000000018,-0.0055617450000015,-0.00517635999999947,-0.00108171999999918,0.498633020000001,0.0062120550000001,0.147470545,0.00534090500000001,-0.00579782500000038,-0.0149221649999994,-0.00653807000000051,-0.00653043000000017,-0.0088691599999996,-0.00117042500000008,0.00125876999999987
"7",-0.00636338999999984,-0.00152223500000019,-0.0110119099999994,0.000260584999999617,0.000437770000000875,0.0062120550000001,0.492866550000001,0.0039695299999995,0.00207367999999929,-0.0133060299999998,0.000502264999999764,-0.0023758750000009,-0.00152848500000079,-0.000130725000001446,0.00092639499999967,0.11549401
"8",0.00486133000000164,-0.00780194999999944,-0.00110018000000037,0.212736250000001,0.000874254999999538,0.147470545,0.00396952999999951,0.498278010000001,-0.0067796950000002,-0.00168594999999966,-0.0267205599999993,-0.0041227899999995,-0.00412971999999841,-0.0170487249999993,-0.0107548500000001,-0.000850700000000366
"9",0.000618449999999166,-0.00353815500000074,-0.00112564999999878,-0.0103610349999987,0.186112674999999,0.00534090500000001,0.00207367999999929,-0.0067796950000002,0.508735125000001,-0.00823689499999857,0.000964129999999731,-0.00379977499999948,-0.00327972000000006,-0.000855914999999593,-0.000174199999998895,-0.00351892499999867
"10",-0.00327067999999993,-0.0067745499999988,-0.00489875999999941,-0.00606984000000147,-0.00991633000000156,-0.00579782500000038,-0.0133060299999998,-0.00168594999999966,-0.00823689499999857,0.494608679999998,-0.0119795049999998,-0.0097923149999997,-0.00323729999999946,0.00739109500000051,-0.00999266999999994,-0.0128021399999999
"11",-0.010535815,-0.0106841350000003,0.00123954500000051,-0.0138385550000001,0.0057708799999999,-0.0149221649999994,0.00050226499999976,-0.0267205599999993,0.000964129999999732,-0.0119795049999998,0.499160284999999,0.0088066649999993,-3.161500000075e-05,-0.00481792000000019,-0.000659409999999762,-0.00538736500000056
"12",-0.00567595000000097,-0.00606844999999982,-0.00325137999999837,-0.0102846649999999,-0.00771706500000053,-0.00653807000000051,-0.00237587500000091,-0.00412278999999948,-0.00379977499999947,-0.00979231499999971,0.00880666499999931,0.489922785000001,-0.00199583000000002,-0.00816860000000044,-0.0059326050000001,-0.0049502749999995
"13",0.137181320000001,-0.000408030000000562,0.000273870000000805,0.00185673999999965,-0.000751190000000322,-0.00653043000000016,-0.00152848500000079,-0.00412971999999841,-0.00327972000000006,-0.00323729999999944,-3.16150000007459e-05,-0.00199583000000002,0.505984815000001,-0.00771516000000017,-0.0106840399999993,-0.000434970000001165
"14",-0.00585169500000123,-0.00210355000000032,-0.00151784500000097,-0.00904068999999986,2.08349999996486e-05,-0.0088691599999996,-0.000130725000001443,-0.0170487249999993,-0.000855914999999593,0.0073910950000005,-0.00481792000000018,-0.00816860000000044,-0.00771516000000016,0.49856517,-0.00193450499999973,-0.00782428999999875
"15",0.000209505000000264,0.0123048599999997,-0.00514236500000034,-0.00909168500000051,0.00790928999999997,-0.00117042500000008,0.000926394999999663,-0.0107548500000001,-0.000174199999998895,-0.00999266999999993,-0.000659409999999749,-0.0059326050000001,-0.0106840399999993,-0.00193450499999972,0.503170089999999,-0.00158382999999917
"16",0.00192142999999919,0.00668473999999963,-0.00848542999999878,0.00585410500000002,-0.00382833499999988,0.00125876999999987,0.11549401,-0.000850700000000373,-0.00351892499999867,-0.0128021399999999,-0.00538736500000056,-0.0049502749999995,-0.000434970000001161,-0.00782428999999876,-0.00158382999999916,0.494414415
