"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59"
"1",0.500847039999995,-0.0027769450000001,0.00346102499999912,-0.00883459999999758,0.0019515050000013,-0.00884977999999917,-0.00291887000000403,-0.0100453250000012,-0.0140012050000017,0.0163611349999997,0.015318134999999,0.127710169999999,0.00113030999999896,-0.00141532000000067,-0.00670066499999837,-0.00455613499999939,-0.0106322149999993,-0.011689509999999,-0.00550996000000189,-0.00405458999999984,-0.00376961999999945,-0.00577242000000017,-0.00347719000000358,-0.00900009999999877,0.0010392350000004,-0.00817881999999892,0.0161059749999988,0.00587738000000032,-0.0068508700000003,-0.00315582500000096,-0.00389889999999936,0.00984428500000062,-0.0171689649999997,-0.0149866300000006,-0.00685332999999972,-0.00527305499999977,-0.00784476499999972,0.000573214999997475,-0.0023092149999999,0.0019243800000021,-0.00296141500000258,0.244394379999999,-0.00300364499999942,0.103099639999999,-0.000211309999998606,-0.00472439000000029,0.0108452449999994,-0.000370839999999619,0.00149554000000072,-0.00795613499999881,-0.00196101999999875,-0.00649546499999821,-0.00928049000000104,-0.00810922999999719,-0.0171028499999995,-0.0122297250000009,-0.009057255,-0.00381058499999837,-0.0123957149999998
"2",-0.00277694500000011,0.492496015,0.000749465000001746,-0.0138864349999993,-8.33099999979078e-05,0.000878679999999056,0.118462624999998,-0.00656787999999984,-0.000686209999999545,-0.0102635999999994,0.00683970999999873,-0.0010360950000012,-0.0110357400000001,0.00064387500000064,-0.00744294999999995,-0.00621530999999944,-0.00740590499999834,-0.0079974100000007,-0.00273589000000132,-0.00365252500000103,0.22501893,0.00274392499999975,0.000543625000000753,-0.00236353000000013,-0.0015634899999991,-0.00414570000000036,-0.00287476499999955,-0.00134033500000074,-0.00367689999999892,0.117418139999999,0.00550594499999986,-0.00319101499999932,-0.0145034299999993,-0.00470326000000119,-0.00623893499999995,-0.00425252999999999,-0.000170494999999925,-0.0149343249999996,-0.0109203649999981,0.000928620000000867,0.00030411500000091,-0.00871165499999986,-0.00123813999999916,0.000466649999999104,-0.000329264999998484,-0.0014987000000009,0.00506737499999978,0.000143359999998762,-0.0037852950000003,-0.00852429999999898,-0.00555288999999944,-0.00224549000000069,-0.0114008499999996,-0.00789685499999861,-0.00206459999999974,-0.00445472500000011,0.0168354500000004,-0.0035359550000002,0.00243906999999756
"3",0.00346102499999912,0.00074946500000175,0.499149859999999,-0.01244149,0.000876714999999119,0.00105171999999982,-0.00558983499999945,-0.00109540499999956,-0.00265913499999875,0.114474515000001,-0.000554445000000926,0.00621911500000001,-0.00272693500000005,0.0583008949999989,-0.00832100999999778,-0.0124932149999982,-0.0046380900000004,-0.00564062500000061,0.0107409350000014,-0.000602964999999492,-0.00542592499999798,-0.00415823999999935,0.0126506099999992,-0.00402236000000017,0.11005503,-0.00441566499999842,-0.00706950500000019,-0.010654425,-0.00322133500000025,-0.0104174200000004,-0.00217783000000058,-0.00233010500000201,0.12275673,0.000491689999999358,-0.0071882350000019,-0.00409393499999928,0.000425515000001118,-0.00858346500000012,0.00831790499999945,-0.00717033500000009,-0.00051908500000018,-0.00269198499999988,-0.00847122999999835,-0.00260966000000041,-0.00271932999999988,0.00212167499999952,0.000260694999998374,-0.00341709999999948,-0.00310342999999997,0.0125572350000003,-0.010296174999999,0.121043400000001,0.00620980499999999,0.00741805500000098,0.00602947499999938,-0.00446738499999962,-0.0012931050000002,-0.0138615899999997,-0.00915783500000132
"4",-0.00883459999999758,-0.0138864349999993,-0.01244149,0.48943136,-0.0028546500000016,-0.0122828549999994,-0.0050009199999989,-0.00412382500000046,-0.0115653249999989,-0.00252247499999985,-0.0109116700000005,-0.0032341499999998,0.14538856,-0.00825987500000076,-0.0100777000000024,-0.0060994400000006,-0.00747506000000009,-0.00857344999999845,-0.00843615500000114,-0.00681345999999983,-0.0013021450000017,-0.00744050500000068,-0.00241745499999776,0.00103980500000042,-0.00432727499999978,0.117602585000001,-0.00880974999999823,0.00117399500000154,-0.00399432999999886,-0.0032013800000002,0.000971754999999535,0.00206485500000226,-0.00796940999999898,-0.00810502999999988,-0.00194271000000096,0.00101211999999892,-0.00857975500000062,0.120515410000002,-0.0025760550000004,-0.00167255499999943,-0.00959726499999813,-0.000120669999998641,-0.0112221700000018,-0.0034531099999998,-0.00270245500000032,-0.00824632500000022,-0.00477959499999929,-0.00297814000000052,-0.0153218449999993,-0.00153477499999971,-0.00752450000000237,-0.00590127000000027,-0.00221995999999895,0.000397019999998132,-0.0076732849999988,0.00848982000000048,-0.005812520000002,0.178092554999999,-0.0105708050000009
"5",0.00195150500000129,-8.33099999979115e-05,0.000876714999999118,-0.00285465000000161,0.501318379999996,-0.00790899499999909,-0.00408709999999994,-0.00471919499999961,0.00109373500000082,-0.00249261999999842,-0.00413119000000021,0.0121617100000012,2.39850000008517e-05,0.004089279999999,-0.00741777999999967,-0.00853621000000051,-0.00188564499999888,-0.00351379499999922,-0.00634679499999925,-0.00106302499999883,0.00135846000000061,-0.00586896999999936,0.00123425500000027,-0.00429520000000087,-0.00187648999999925,-0.00966963500000165,-0.00614975999999969,0.00094199499999866,-0.000578704999998121,-0.00736514000000022,-0.00773060500000092,0.0043235399999992,-0.00185877500000067,0.0177093149999986,-0.00873644500000115,0.00393893000000167,-0.00513112,-0.00482049999999838,-0.0097413650000008,-0.00296982499999915,0.000634165000000135,0.00507833000000232,-0.00339279499999946,-0.000433749999998572,0.178557869999997,9.63200000006836e-05,-0.0070879899999997,0.00645425499999992,-0.00283886500000025,-0.00508303499999908,-0.00351798000000011,0.00498040000000103,-0.00550613500000084,0.0804851299999971,-0.00645045999999972,-0.0150955149999993,-0.00713446500000006,-0.00851232000000257,-0.00571214499999975
"6",-0.00884977999999917,0.000878679999999056,0.00105171999999982,-0.0122828549999994,-0.00790899499999909,0.508060659999998,-0.00676599999999994,-0.000660124999999875,0.00668300499999856,0.00878855500000062,-0.00593697000000013,-0.00578030499999877,0.0473846250000006,0.0205825999999992,-0.0120828450000007,-0.00622375500000073,0.00172350999999941,-0.00968102000000027,-0.00497303000000039,-0.007051745000001,-0.00817100500000058,-0.00716031500000012,-0.0131870150000011,0.0118721999999996,0.000740314999999524,-0.00152083500000035,-0.00632098000000021,-0.00529847500000018,0.0121386200000016,-0.00631105500000067,-0.00131479999999995,-0.012663175,0.00304631499999991,-0.00956536499999955,-0.0089023199999999,-0.0074421400000003,-0.00660166999999992,-0.0129727700000009,0.00346372500000065,-0.00433842999999989,-0.0107391150000009,-0.0149528749999997,-0.0069366300000001,-0.00513188000000054,-0.00748129999999919,-0.00564214000000084,0.000690865000000285,-0.00665568000000033,-0.00124268500000058,0.159854975000001,-0.0111373100000006,-0.00213269500000019,0.0692807349999991,-0.00849218999999937,-0.00671748500000142,0.0611422100000001,-0.00872649499999968,-0.000796509999999257,0.16484243
"7",-0.00291887000000403,0.118462624999998,-0.00558983499999945,-0.0050009199999989,-0.00408709999999995,-0.00676599999999997,0.497774010000002,-0.00598131000000012,-0.00629456500000094,-0.0112320700000004,-0.0077653400000016,0.00511769499999937,-0.00190927999999897,-0.00293360999999965,-0.00434042500000047,-0.0105480499999999,0.00348872000000037,-0.0117703349999983,-0.0120430449999998,-0.0130440349999996,-0.00901717500000248,-0.0105340250000002,-0.000457914999998907,-0.0112898550000005,-0.000365854999999331,-0.0123202899999976,-0.00814383999999994,-0.00825618499999823,0.00136286999999863,0.127190214999999,0.00177813499999968,0.000196324999999876,-0.0136695199999991,-0.00270201999999945,0.00423601000000033,-0.00440118999999925,-0.00350157499999994,-0.00728261499999732,0.000344310000001958,-0.0112774449999997,0.00266969000000046,0.0170638199999971,-0.00403621500000215,0.0106212849999991,-0.0121553500000014,-0.00934574499999908,-0.0050341900000004,0.0011689700000005,-0.00678800000000051,-0.00889705000000055,-0.00841806000000076,-0.0166145450000013,0.00264057500000155,-0.00120787999999961,-0.0160518350000001,-0.00413938500000028,0.00337281999999829,-0.00496248499999842,0.00212905500000134
"8",-0.0100453250000012,-0.00656787999999985,-0.00109540499999955,-0.00412382500000047,-0.0047191949999996,-0.000660124999999875,-0.00598131000000013,0.506645235,0.191836259999999,-0.00899562999999946,-0.0027844550000003,-0.00795830999999975,-0.0056971950000016,-0.0080786150000006,0.0087860200000019,0.0128699549999995,0.00173806999999897,-0.00215063000000187,-0.00892473499999941,0.00355077999999933,0.0049928450000016,-0.011355115,-0.00823897499999926,-0.0181614949999997,-0.0110976249999998,-0.00735307499999869,-0.00569149500000021,0.0962262649999978,-0.0059814100000014,0.00407694499999895,-0.00262296500000078,0.0101923949999985,0.0111252050000009,-0.00344174999999989,-0.00706630999999891,-0.00631628999999967,-0.00349034999999886,-0.000952250000000644,-0.00477140499999972,0.0101614299999995,-0.00131283499999948,-0.0180756600000001,0.000596830000000646,-0.00638951000000004,-0.00202306000000023,-0.00669973500000065,-0.00299898000000059,-0.00342640999999866,-0.00480885500000068,0.000702934999999023,-0.00323298999999816,-0.00449740499999926,-0.00115567500000016,0.00379472000000092,-0.00582462000000141,-0.000571469999999476,-0.00452011500000072,-0.00745042499999846,0.0016046150000002
"9",-0.0140012050000017,-0.000686209999999546,-0.00265913499999876,-0.0115653249999989,0.00109373500000082,0.00668300499999857,-0.00629456500000094,0.191836259999999,0.494911555000003,-0.00372010000000123,-0.00372255500000068,-0.00514859500000068,-0.00237391000000096,0.00121517000000047,-0.00119708499999905,-0.00857101000000002,-0.0038073200000003,-0.0130680849999996,-0.00740527000000107,-0.00177215000000175,-0.00224314499999942,-0.00996861500000118,-0.0113753549999985,-0.00694731500000016,-0.0065535850000005,-0.00690590999999923,-0.00558277500000008,-0.00613540500000183,-0.00722415000000001,-0.000673635000000739,-0.00186126499999936,0.0137070799999999,0.00210928999999965,0.00109963499999886,-0.00844118999999975,-0.00341078000000118,-0.0110367049999997,-0.0107743100000004,0.00336133000000118,0.0123708250000001,0.00224909000000075,-0.00739548500000094,-0.00454869999999917,-0.00683103500000054,-0.00280573499999819,-0.00447692500000165,-0.00376220500000026,0.00872209999999734,-0.00945887000000014,8.64450000001398e-05,-0.00628092499999913,-0.00591481999999946,-0.00432026499999875,0.00288367000000223,0.00572711499999919,-0.0100597350000006,0.0056370350000009,-0.00908796999999897,0.00550782499999919
"10",0.0163611349999997,-0.0102635999999994,0.114474515000001,-0.00252247499999986,-0.00249261999999841,0.00878855500000062,-0.0112320700000004,-0.00899562999999946,-0.00372010000000123,0.502206845000002,-0.00757031499999955,0.0133807600000001,-0.000195770000001074,0.00284095500000008,0.00105540500000028,-0.0015662149999987,0.00816548999999953,-0.00376946000000058,0.115888990000001,0.00160465000000115,-0.00492347999999857,-0.00452542500000084,-0.00248531500000131,0.0087574399999993,0.0570696700000006,-0.00969950999999934,-0.00786475000000086,-0.0043197399999995,-0.000673890000000043,-0.000771950000000394,-0.000721239999999572,-0.00447837500000001,0.0569684850000012,-0.00632093999999969,-0.00925566999999978,0.0022497050000023,9.46050000002304e-05,-0.00502508500000189,-0.00290671000000044,-0.0128025500000001,0.00300908999999869,0.0039540149999999,-0.0126089449999995,0.0146116500000004,-0.00595297499999954,-0.00474637000000011,-0.00297521000000035,-0.00314362999999883,-0.00371959000000034,-0.01149722,-0.00984431000000064,0.0637091900000012,0.00362601000000025,-0.000693954999999749,-0.00365570999999973,-0.000756810000001127,-0.00500598499999973,-0.00405263999999944,-0.00728712499999966
